Customer_ID,Age,Gender,Location,Subscription_Type,Monthly_Charges,Tenure_Months,Payment_Method,Support_Calls,Total_Usage_GB,Churn
3913,50,Female,Suburban,Basic,76.43,26,Credit Card,9,380.09,Yes
3914,44,Male,Suburban,Standard,72.39,32,Crypto,2,423.47,No
3915,24,Male,Urban,Basic,33.56,42,Credit Card,3,444.59,Yes
3916,23,Male,Urban,Basic,93.23,62,Debit Card,8,162.52,Yes
3917,32,Male,Urban,Basic,26.16,12,Credit Card,4,135.79,Yes
3918,35,Female,Rural,Premium,91.44,40,Credit Card,5,24.88,No
3919,49,Male,Urban,Basic,38.14,34,PayPal,0,200.34,Yes
3920,73,Male,Rural,Standard,21.71,70,Credit Card,2,62.85,Yes
3921,28,Male,Suburban,Standard,84.4,27,PayPal,6,393.34,No
3922,37,Male,Urban,Standard,10.22,8,Debit Card,6,72.34,No
3923,41,Male,Suburban,Basic,84.89,47,PayPal,9,409.63,No
3924,32,Female,Rural,Basic,33.61,26,Crypto,0,54.7,Yes
3925,65,Female,Rural,Standard,89.62,57,Credit Card,8,240.83,No
3926,24,Female,Urban,Basic,72.23,7,Debit Card,0,192.93,Yes
3927,38,Female,Urban,Basic,69.96,26,PayPal,6,301.17,Yes
3928,59,Female,Urban,Basic,42.88,59,Credit Card,1,259.87,No
3929,43,Male,Urban,Premium,15.35,69,PayPal,8,299.71,No
3930,61,Female,Suburban,Standard,84.71,47,Debit Card,8,1.48,No
3931,73,Female,Rural,Standard,25.38,35,Debit Card,8,64.62,No
3932,31,Female,Urban,Standard,43.5,30,Credit Card,3,259.04,Yes
3933,74,Female,Suburban,Premium,64.03,50,Debit Card,5,115.6,No
3934,54,Male,Suburban,Standard,53.4,24,Credit Card,1,39.08,No
3935,75,Female,Urban,Standard,27.88,30,PayPal,2,109.63,Yes
3936,38,Female,Urban,Premium,22.66,54,Debit Card,5,390.15,Yes
3937,35,Female,Suburban,Standard,21.09,67,Credit Card,0,271.31,No
3938,22,Male,Rural,Basic,87.67,32,Crypto,6,95.85,Yes
3939,20,Male,Suburban,Basic,12.84,8,Debit Card,1,8.97,Yes
3940,40,Male,Urban,Standard,97.93,50,Crypto,7,179.44,No
3941,43,Female,Urban,Premium,27.87,47,Credit Card,4,179.38,Yes
3942,54,Male,Urban,Standard,19.93,46,Debit Card,6,367.83,No
3943,41,Male,Suburban,Standard,61.93,35,Debit Card,7,459.8,No
3944,66,Female,Suburban,Standard,17.2,61,Debit Card,2,186.64,No
3945,36,Male,Urban,Standard,64.22,51,Credit Card,5,344.38,Yes
3946,68,Female,Rural,Standard,86.56,63,Credit Card,8,317.82,No
3947,42,Male,Suburban,Basic,14.31,8,PayPal,3,211.62,Yes
3948,38,Female,Suburban,Premium,81.99,34,Credit Card,9,33.88,Yes
3949,29,Female,Rural,Standard,45.5,25,Crypto,6,237.26,Yes
3950,74,Female,Urban,Standard,24.35,44,Credit Card,0,177.72,Yes
3951,78,Female,Rural,Basic,25.85,43,Crypto,6,275.55,Yes
3952,58,Male,Urban,Basic,92.69,50,Debit Card,8,63.57,Yes
3953,50,Male,Urban,Standard,19.95,13,Debit Card,9,362.4,Yes
3954,67,Male,Rural,Standard,88.01,46,Credit Card,7,394.09,No
3955,70,Female,Rural,Standard,58.98,53,PayPal,3,194.84,No
3956,21,Female,Suburban,Basic,13.52,63,Debit Card,2,88.46,Yes
3957,59,Male,Suburban,Standard,51.8,2,Debit Card,6,312.17,Yes
3958,74,Female,Suburban,Premium,83.57,40,Credit Card,0,477.95,Yes
3959,24,Male,Rural,Basic,75.36,23,Debit Card,7,350.55,Yes
3960,39,Female,Urban,Standard,53.99,59,PayPal,0,62.62,No
3961,72,Female,Rural,Standard,87.4,69,Credit Card,6,199.21,Yes
3962,50,Male,Urban,Standard,20.83,34,Debit Card,5,457.77,No
3963,34,Female,Urban,Standard,91.89,27,Credit Card,9,317.58,No
3964,41,Male,Urban,Standard,86.18,55,PayPal,7,74.43,Yes
3965,78,Female,Suburban,Premium,73.74,4,Crypto,5,362.57,Yes
3966,78,Female,Rural,Basic,83.61,68,Credit Card,4,177.41,No
3967,51,Male,Suburban,Standard,58.94,70,Credit Card,8,245.28,No
3968,45,Male,Rural,Basic,70.76,27,Debit Card,3,208.11,Yes
3969,75,Male,Urban,Basic,60.45,47,Credit Card,6,363.12,No
3970,60,Female,Suburban,Basic,41.99,40,Credit Card,5,109.74,Yes
3971,58,Female,Rural,Basic,61.2,27,Credit Card,9,194.8,Yes
3972,56,Male,Suburban,Premium,33.17,7,Credit Card,5,372.53,Yes
3973,39,Female,Suburban,Premium,49.63,23,Credit Card,4,352.69,Yes
3974,66,Female,Suburban,Basic,35.27,64,Credit Card,1,101.67,No
3975,34,Male,Rural,Standard,21.06,29,Credit Card,3,175.98,No
3976,51,Male,Rural,Standard,38.97,61,Debit Card,0,8.17,No
3977,23,Female,Urban,Premium,86.68,44,Debit Card,8,265.56,Yes
3978,63,Female,Rural,Standard,44.3,69,Credit Card,8,141.19,No
3979,23,Male,Urban,Basic,77.32,27,Debit Card,7,6.92,Yes
3980,51,Male,Urban,Standard,25.77,12,PayPal,3,212.93,Yes
3981,18,Male,Rural,Standard,48.2,17,Credit Card,4,463.51,No
3982,27,Female,Urban,Standard,20.34,37,PayPal,0,461.78,No
3983,38,Male,Rural,Premium,22.48,34,Debit Card,3,186.68,No
3984,22,Male,Urban,Premium,65.57,36,Credit Card,3,225.14,No
3985,19,Female,Urban,Standard,64.67,6,Credit Card,4,122.1,Yes
3986,39,Female,Urban,Standard,29.2,32,Debit Card,1,35.09,Yes
3987,65,Male,Urban,Premium,52.7,22,Debit Card,1,347.27,No
3988,74,Male,Suburban,Basic,87.7,10,Credit Card,1,400.23,No
3989,19,Female,Urban,Basic,25.68,29,Crypto,7,440.17,Yes
3990,27,Male,Urban,Basic,11.73,11,Debit Card,1,467.71,No
3991,51,Male,Urban,Premium,68.68,66,Credit Card,5,458.07,Yes
3992,33,Female,Urban,Standard,14.81,56,Credit Card,1,14.66,No
3993,65,Male,Suburban,Basic,98.19,58,Credit Card,7,489.07,No
3994,68,Female,Urban,Premium,64.87,52,Credit Card,0,190.37,Yes
3995,78,Female,Suburban,Standard,52.34,61,Credit Card,1,443.17,No
3996,56,Male,Rural,Premium,48.7,17,Debit Card,4,220.94,Yes
3997,39,Male,Suburban,Basic,61.58,30,Debit Card,5,211.67,No
3998,29,Female,Rural,Standard,18.16,37,Credit Card,8,6.58,Yes
3999,41,Female,Urban,Standard,93.7,5,Debit Card,5,27.17,No
4000,64,Female,Urban,Standard,66.31,26,Credit Card,7,335.97,No
4001,57,Female,Rural,Standard,26.56,70,Credit Card,6,468.88,No
4002,55,Male,Suburban,Premium,60.63,1,Debit Card,0,112.98,No
4003,77,Female,Suburban,Basic,21.99,9,Credit Card,1,47.87,No
4004,76,Male,Suburban,Premium,11.58,71,PayPal,3,107.71,No
4005,27,Male,Urban,Basic,66.75,64,Crypto,0,106.95,No
4006,52,Male,Urban,Basic,68.36,24,Debit Card,7,147.27,Yes
4007,68,Male,Suburban,Basic,62.53,5,Credit Card,3,48.28,Yes
4008,66,Female,Suburban,Basic,26.51,51,Credit Card,6,118.53,No
4009,49,Male,Urban,Basic,64.31,38,Credit Card,6,460.72,No
4010,24,Male,Rural,Premium,15.09,29,Debit Card,7,445.22,Yes
4011,38,Male,Urban,Standard,64.83,46,PayPal,8,158.84,No
4012,37,Female,Urban,Standard,59.86,52,Debit Card,8,498.45,Yes
4013,43,Female,Rural,Standard,68.97,46,Debit Card,6,149.88,Yes
4014,21,Male,Suburban,Basic,90.59,68,Debit Card,8,361.19,No
4015,63,Male,Suburban,Basic,86.53,59,PayPal,4,322.36,No
4016,69,Male,Urban,Standard,98.26,10,Credit Card,9,33.21,Yes
4017,39,Female,Urban,Standard,97.86,4,PayPal,3,171.81,No
4018,32,Female,Suburban,Standard,79.51,52,Debit Card,2,475.8,No
4019,73,Female,Urban,Standard,96.08,18,Credit Card,5,26.38,No
4020,57,Female,Rural,Standard,88.06,51,Crypto,9,88.27,Yes
4021,38,Male,Rural,Standard,75.48,23,Crypto,8,485.5,Yes
4022,32,Female,Rural,Premium,16.78,25,Debit Card,3,20.86,No
4023,39,Female,Urban,Basic,14.41,60,PayPal,1,223.86,No
4024,69,Male,Suburban,Standard,85.38,37,Credit Card,2,459.26,No
4025,45,Male,Urban,Standard,54.07,68,Credit Card,2,471.9,No
4026,31,Female,Urban,Premium,83.31,18,Credit Card,1,489.68,Yes
4027,44,Female,Urban,Basic,38.16,29,Debit Card,8,241.18,No
4028,78,Male,Urban,Standard,45.79,30,Credit Card,3,44.15,No
4029,58,Female,Rural,Basic,73.02,7,Credit Card,2,386.58,No
4030,57,Female,Urban,Standard,92.38,41,Debit Card,9,354.78,No
4031,75,Male,Urban,Basic,17.9,37,Credit Card,5,290.23,Yes
4032,45,Male,Rural,Basic,87.53,27,Credit Card,7,444.23,No
4033,43,Male,Urban,Standard,81.37,21,Credit Card,7,455.87,No
4034,66,Female,Suburban,Basic,38.4,43,Credit Card,9,341.94,No
4035,19,Male,Urban,Basic,41.97,51,Credit Card,5,56.94,Yes
4036,42,Male,Urban,Basic,14.18,71,Credit Card,4,48.67,Yes
4037,73,Female,Rural,Basic,11.42,13,Credit Card,6,204.91,Yes
4038,79,Female,Urban,Premium,52.93,53,Credit Card,2,147.06,No
4039,20,Male,Suburban,Standard,18.6,63,Credit Card,9,67.36,Yes
4040,25,Male,Urban,Premium,27.46,57,PayPal,1,305.98,No
4041,61,Female,Urban,Standard,86.21,25,Credit Card,7,342.08,No
4042,50,Female,Urban,Premium,61.39,13,Debit Card,8,349.29,Yes
4043,59,Female,Urban,Standard,67.03,37,Credit Card,5,88.46,No
4044,69,Male,Urban,Standard,26.87,30,Credit Card,3,153.62,Yes
4045,52,Female,Suburban,Standard,84.58,12,Credit Card,5,100.33,Yes
4046,23,Female,Urban,Standard,88.12,65,PayPal,6,301.07,Yes
4047,56,Female,Urban,Standard,57.1,18,Credit Card,7,283.97,Yes
4048,69,Female,Urban,Basic,92.13,62,Debit Card,2,252.15,Yes
4049,40,Male,Rural,Basic,86.03,24,Debit Card,5,148.73,Yes
4050,42,Male,Rural,Standard,75.82,60,Credit Card,9,119.29,Yes
4051,76,Female,Suburban,Standard,76.07,17,PayPal,5,445.31,Yes
4052,67,Female,Rural,Basic,19.49,60,Credit Card,9,25.38,No
4053,60,Female,Urban,Basic,34.38,9,Credit Card,6,328.54,Yes
4054,36,Male,Urban,Standard,16.02,52,Credit Card,3,10.77,Yes
4055,22,Female,Suburban,Premium,10.78,15,Credit Card,5,97.73,Yes
4056,68,Female,Suburban,Basic,24.25,28,Credit Card,1,145.45,Yes
4057,28,Male,Urban,Basic,89.24,9,Debit Card,7,443.36,No
4058,73,Male,Urban,Premium,31.59,56,Credit Card,2,69.73,No
4059,29,Female,Rural,Standard,97.31,36,Debit Card,8,468.97,No
4060,27,Female,Rural,Basic,63.76,56,Credit Card,7,407.91,No
4061,25,Female,Urban,Premium,31.35,71,Crypto,5,339.84,No
4062,41,Female,Suburban,Standard,54.74,20,Credit Card,9,206.46,Yes
4063,77,Male,Urban,Standard,29.72,55,Debit Card,1,452.72,No
4064,45,Male,Urban,Premium,98.56,60,Debit Card,7,264.45,Yes
4065,58,Female,Urban,Premium,86.25,35,Credit Card,5,186.23,Yes
4066,53,Female,Urban,Basic,12.36,1,Credit Card,0,293.23,No
4067,54,Female,Urban,Basic,95.3,45,Credit Card,5,116.9,Yes
4068,38,Female,Rural,Basic,74.9,69,Credit Card,4,137.17,Yes
4069,25,Male,Urban,Basic,17.41,40,Credit Card,5,459.74,No
4070,72,Female,Suburban,Basic,70.36,38,Debit Card,0,397.17,No
4071,26,Male,Urban,Basic,68.22,24,Credit Card,3,257.24,Yes
4072,64,Male,Urban,Premium,29.69,4,Debit Card,6,208.87,Yes
4073,32,Male,Rural,Premium,78.26,69,Credit Card,4,403.98,No
4074,65,Male,Suburban,Standard,17.84,13,PayPal,5,285.75,Yes
4075,63,Male,Rural,Standard,54.05,21,Credit Card,1,208.1,Yes
4076,57,Male,Rural,Basic,10.89,32,Credit Card,7,258.21,No
4077,35,Male,Urban,Basic,97.19,38,Credit Card,9,117.12,Yes
4078,59,Male,Urban,Basic,77.64,32,Credit Card,3,101.78,No
4079,77,Female,Rural,Standard,24.3,57,Debit Card,5,494.56,Yes
4080,37,Male,Rural,Basic,40.75,48,Debit Card,2,484.83,Yes
4081,23,Male,Suburban,Premium,24.45,30,Debit Card,8,210.99,Yes
4082,29,Female,Suburban,Standard,79.0,71,Debit Card,7,258.12,No
4083,19,Female,Suburban,Basic,15.3,38,Crypto,5,413.77,Yes
4084,24,Female,Urban,Basic,85.64,44,Debit Card,8,363.19,Yes
4085,33,Male,Suburban,Standard,94.8,26,Credit Card,9,50.68,Yes
4086,20,Female,Rural,Premium,70.9,2,Credit Card,8,187.93,Yes
4087,62,Male,Suburban,Standard,29.17,43,Credit Card,1,125.83,No
4088,20,Male,Urban,Basic,42.41,43,Debit Card,8,496.32,Yes
4089,44,Male,Urban,Standard,52.95,63,Credit Card,7,374.6,No
4090,67,Female,Urban,Basic,64.42,58,Debit Card,1,24.83,No
4091,60,Male,Urban,Premium,70.18,48,Credit Card,8,450.12,Yes
4092,57,Male,Rural,Standard,59.88,5,PayPal,4,464.05,Yes
4093,55,Male,Urban,Standard,41.62,35,Crypto,8,167.3,Yes
4094,50,Female,Urban,Standard,90.18,16,Credit Card,2,321.35,Yes
4095,45,Female,Urban,Standard,17.33,49,PayPal,3,341.34,No
4096,18,Male,Suburban,Basic,51.96,60,PayPal,0,365.04,No
4097,72,Female,Suburban,Basic,79.8,51,Crypto,4,347.06,Yes
4098,25,Female,Urban,Basic,15.48,59,Credit Card,6,280.3,Yes
4099,54,Female,Urban,Premium,73.48,64,Debit Card,6,476.97,No
4100,49,Male,Urban,Standard,83.77,13,Credit Card,5,256.67,No
4101,77,Female,Suburban,Basic,69.47,26,Debit Card,5,56.35,Yes
4102,65,Male,Urban,Premium,11.16,70,Debit Card,7,41.13,No
4103,60,Female,Rural,Basic,26.21,3,Debit Card,9,10.17,No
4104,54,Male,Urban,Basic,40.79,12,Credit Card,8,214.53,Yes
4105,21,Male,Urban,Basic,31.03,41,PayPal,3,137.34,Yes
4106,47,Male,Suburban,Standard,96.64,65,Credit Card,3,447.71,Yes
4107,23,Female,Urban,Standard,68.64,63,Credit Card,7,433.71,Yes
4108,63,Male,Suburban,Standard,36.73,50,Debit Card,4,419.08,No
4109,71,Female,Urban,Standard,93.67,47,PayPal,9,433.77,Yes
4110,36,Male,Suburban,Basic,76.65,8,Crypto,8,149.51,Yes
4111,49,Female,Suburban,Standard,35.61,31,Debit Card,5,213.63,Yes
4112,26,Female,Rural,Basic,44.1,11,Credit Card,8,156.56,No
4113,29,Female,Urban,Standard,27.95,17,Credit Card,3,43.95,Yes
4114,28,Female,Urban,Standard,97.4,27,Credit Card,0,462.1,No
4115,63,Female,Urban,Standard,56.56,27,Credit Card,3,308.35,Yes
4116,72,Male,Rural,Standard,90.65,56,Credit Card,8,67.14,No
4117,33,Female,Rural,Standard,41.18,69,Credit Card,6,103.82,Yes
4118,18,Male,Urban,Basic,87.48,47,Credit Card,5,225.93,Yes
4119,62,Female,Urban,Premium,14.85,19,PayPal,1,26.9,Yes
4120,72,Female,Urban,Basic,98.39,57,Debit Card,3,136.72,Yes
4121,70,Male,Urban,Basic,92.08,31,Debit Card,0,352.02,Yes
4122,38,Male,Urban,Standard,42.69,16,Credit Card,2,460.28,Yes
4123,47,Male,Urban,Standard,79.72,45,Credit Card,1,464.44,No
4124,30,Female,Suburban,Basic,77.7,27,Credit Card,3,260.49,Yes
4125,51,Female,Rural,Premium,91.11,61,Credit Card,3,156.77,No
4126,21,Female,Rural,Premium,37.65,26,Debit Card,8,460.45,Yes
4127,45,Female,Urban,Standard,51.9,29,Credit Card,6,393.53,Yes
4128,55,Female,Suburban,Standard,87.85,44,PayPal,2,293.97,Yes
4129,75,Male,Rural,Standard,80.07,29,PayPal,6,417.44,No
4130,48,Male,Urban,Basic,45.41,2,Credit Card,7,229.96,Yes
4131,76,Female,Suburban,Standard,86.12,6,Credit Card,6,56.99,Yes
4132,72,Female,Urban,Premium,14.23,9,PayPal,7,469.18,Yes
4133,44,Female,Urban,Premium,80.38,15,Debit Card,8,267.47,Yes
4134,22,Male,Urban,Premium,28.61,58,Debit Card,0,347.95,Yes
4135,42,Male,Urban,Basic,35.75,2,Debit Card,9,196.75,Yes
4136,20,Male,Suburban,Basic,54.39,3,Credit Card,5,68.74,No
4137,50,Male,Urban,Basic,50.48,52,Credit Card,3,136.67,No
4138,21,Male,Urban,Standard,56.85,55,Credit Card,0,22.79,No
4139,42,Female,Urban,Basic,59.03,53,Credit Card,1,44.7,Yes
4140,37,Male,Rural,Basic,39.84,40,Credit Card,9,103.25,Yes
4141,51,Female,Urban,Standard,25.77,39,Credit Card,3,280.94,No
4142,43,Male,Suburban,Standard,79.16,43,PayPal,0,496.45,No
4143,79,Female,Suburban,Standard,46.0,13,Debit Card,5,422.02,Yes
4144,79,Male,Urban,Premium,55.53,37,Credit Card,0,43.85,Yes
4145,22,Male,Urban,Basic,68.02,55,Credit Card,8,421.33,Yes
4146,52,Male,Suburban,Basic,91.87,32,Debit Card,9,268.62,Yes
4147,78,Female,Urban,Standard,73.68,14,Credit Card,2,330.5,No
4148,45,Female,Urban,Standard,14.09,65,Debit Card,0,65.75,Yes
4149,46,Male,Suburban,Standard,85.47,27,PayPal,5,198.32,No
4150,26,Male,Urban,Basic,99.04,24,Debit Card,5,442.18,Yes
4151,69,Female,Urban,Basic,52.52,22,Credit Card,6,213.26,Yes
4152,55,Male,Urban,Standard,97.26,45,Debit Card,6,64.43,Yes
4153,67,Male,Urban,Premium,59.26,8,Credit Card,9,156.23,No
4154,23,Female,Suburban,Premium,51.37,67,Credit Card,3,111.54,No
4155,36,Female,Suburban,Standard,39.83,64,Credit Card,4,343.76,Yes
4156,77,Male,Suburban,Standard,69.18,47,PayPal,2,455.6,Yes
4157,61,Male,Suburban,Premium,30.68,21,Credit Card,5,367.01,Yes
4158,74,Female,Urban,Standard,19.44,32,PayPal,6,421.97,No
4159,28,Male,Urban,Standard,12.45,45,Credit Card,8,403.1,No
4160,19,Male,Urban,Premium,36.31,44,Credit Card,8,8.29,No
4161,64,Female,Urban,Standard,45.62,41,Debit Card,4,63.06,Yes
4162,61,Female,Rural,Premium,59.69,52,Credit Card,3,212.27,Yes
4163,61,Male,Rural,Basic,36.35,11,Credit Card,6,56.93,Yes
4164,26,Female,Urban,Standard,98.57,18,Credit Card,2,367.73,Yes
4165,38,Female,Urban,Premium,36.26,11,Credit Card,3,36.02,No
4166,41,Male,Urban,Basic,49.69,27,Credit Card,8,208.7,Yes
4167,51,Female,Urban,Standard,19.29,43,Debit Card,4,196.75,No
4168,39,Male,Urban,Basic,33.46,65,Debit Card,9,272.18,No
4169,20,Male,Suburban,Premium,14.35,54,Crypto,6,315.06,Yes
4170,29,Female,Rural,Standard,60.36,29,Debit Card,1,473.53,Yes
4171,45,Male,Suburban,Basic,77.6,21,Debit Card,8,136.32,Yes
4172,47,Male,Urban,Standard,27.61,29,Debit Card,4,333.33,Yes
4173,43,Male,Urban,Standard,43.11,9,PayPal,4,18.51,Yes
4174,65,Male,Suburban,Standard,11.5,61,Credit Card,3,1.5,No
4175,38,Female,Rural,Standard,85.56,62,Credit Card,7,13.65,No
4176,45,Female,Rural,Premium,80.2,71,Debit Card,3,225.01,Yes
4177,73,Female,Rural,Standard,15.69,5,Credit Card,1,277.95,No
4178,43,Male,Suburban,Standard,42.84,15,PayPal,4,4.1,Yes
4179,79,Male,Suburban,Basic,95.98,57,Debit Card,2,198.81,No
4180,50,Male,Urban,Premium,45.28,5,Credit Card,3,21.39,Yes
4181,38,Male,Suburban,Basic,57.36,20,Debit Card,2,326.99,Yes
4182,52,Male,Urban,Standard,41.97,4,Credit Card,6,315.98,No
4183,69,Female,Urban,Premium,63.65,56,Crypto,5,392.31,No
4184,51,Female,Suburban,Basic,98.03,34,Crypto,1,273.58,Yes
4185,58,Female,Urban,Standard,99.78,40,Debit Card,7,311.85,Yes
4186,68,Male,Urban,Basic,79.72,69,Credit Card,4,140.43,No
4187,64,Female,Urban,Standard,46.39,68,Credit Card,5,43.64,No
4188,35,Male,Urban,Standard,54.5,22,Debit Card,7,368.92,No
4189,75,Male,Urban,Premium,42.11,14,PayPal,6,306.32,No
4190,28,Female,Urban,Premium,98.7,68,Credit Card,2,469.23,Yes
4191,74,Female,Urban,Standard,73.7,8,Credit Card,1,494.62,No
4192,40,Male,Urban,Standard,50.4,67,Credit Card,2,423.79,No
4193,65,Male,Rural,Standard,11.09,46,Debit Card,7,492.83,Yes
4194,39,Male,Urban,Basic,56.84,29,PayPal,3,324.08,Yes
4195,34,Female,Urban,Standard,98.55,12,Credit Card,7,46.88,Yes
4196,22,Male,Suburban,Premium,57.08,52,Credit Card,3,45.83,Yes
4197,61,Female,Rural,Standard,26.42,58,Debit Card,6,403.75,Yes
4198,28,Male,Suburban,Basic,11.99,2,PayPal,5,119.19,Yes
4199,47,Male,Urban,Basic,41.92,1,PayPal,9,31.43,Yes
4200,32,Female,Suburban,Standard,92.64,55,Debit Card,0,236.67,No
4201,44,Female,Suburban,Basic,99.69,34,Credit Card,7,158.01,No
4202,52,Male,Suburban,Standard,95.08,64,Credit Card,5,294.49,Yes
4203,50,Female,Suburban,Standard,75.65,68,Crypto,1,300.48,No
4204,37,Female,Rural,Standard,60.23,12,Crypto,4,341.07,Yes
4205,78,Female,Rural,Basic,63.16,50,Debit Card,1,288.64,Yes
4206,33,Female,Suburban,Standard,58.51,21,Debit Card,9,191.08,Yes
4207,51,Female,Urban,Premium,73.63,10,Crypto,6,12.81,Yes
4208,19,Female,Suburban,Premium,47.7,70,Credit Card,9,452.64,Yes
4209,52,Female,Rural,Standard,70.23,14,Credit Card,5,164.13,No
4210,57,Male,Urban,Basic,20.95,40,Debit Card,6,254.07,No
4211,73,Male,Rural,Premium,33.91,30,Crypto,5,278.91,No
4212,45,Male,Urban,Standard,85.24,14,Debit Card,9,158.11,Yes
4213,64,Male,Urban,Basic,91.34,52,PayPal,0,154.93,No
4214,56,Male,Rural,Basic,58.51,17,Credit Card,2,131.17,Yes
4215,23,Female,Urban,Basic,12.85,62,Credit Card,9,122.43,Yes
4216,26,Male,Urban,Basic,93.43,22,Credit Card,1,16.17,Yes
4217,37,Male,Urban,Basic,73.19,53,Crypto,0,479.0,No
4218,77,Female,Urban,Premium,47.26,32,Credit Card,0,298.05,Yes
4219,18,Male,Urban,Standard,63.85,55,Credit Card,3,54.93,Yes
4220,25,Male,Urban,Standard,48.68,22,Crypto,0,296.39,Yes
4221,72,Male,Urban,Premium,51.88,38,Credit Card,1,116.89,No
4222,40,Male,Rural,Standard,89.81,50,PayPal,0,156.03,No
4223,20,Male,Rural,Premium,24.5,66,Debit Card,5,400.78,No
4224,21,Female,Urban,Premium,19.33,45,Credit Card,3,443.02,Yes
4225,75,Female,Suburban,Standard,10.25,8,Debit Card,7,350.21,Yes
4226,42,Male,Urban,Premium,38.26,65,Crypto,4,466.36,No
4227,64,Male,Urban,Standard,23.27,40,Credit Card,9,452.61,Yes
4228,55,Male,Urban,Basic,29.8,5,PayPal,4,276.03,Yes
4229,32,Female,Rural,Standard,11.01,45,Credit Card,7,454.02,No
4230,38,Male,Rural,Standard,30.45,46,Credit Card,9,272.95,Yes
4231,52,Male,Urban,Premium,39.94,36,Credit Card,5,53.03,Yes
4232,74,Female,Urban,Basic,12.84,17,PayPal,5,414.9,Yes
4233,70,Male,Urban,Standard,64.71,41,Debit Card,2,66.47,No
4234,70,Male,Suburban,Basic,61.19,30,Credit Card,5,158.66,Yes
4235,63,Male,Suburban,Basic,18.73,52,PayPal,9,190.52,Yes
4236,69,Female,Urban,Basic,63.55,20,Credit Card,6,403.84,Yes
4237,31,Female,Suburban,Standard,99.88,36,Credit Card,1,42.68,No
4238,53,Female,Urban,Premium,95.0,66,Credit Card,2,223.03,Yes
4239,29,Female,Rural,Basic,10.24,45,Debit Card,5,218.92,No
4240,34,Female,Suburban,Standard,81.58,4,Debit Card,9,291.5,Yes
4241,56,Female,Urban,Basic,41.82,50,PayPal,8,177.58,Yes
4242,26,Female,Suburban,Basic,15.73,55,Credit Card,8,289.0,No
4243,52,Male,Rural,Standard,36.64,59,Credit Card,7,492.96,No
4244,77,Female,Urban,Basic,38.96,42,PayPal,7,36.7,No
4245,30,Male,Urban,Standard,57.09,2,Credit Card,8,437.44,Yes
4246,32,Male,Rural,Basic,69.5,46,PayPal,8,155.01,Yes
4247,35,Female,Urban,Basic,77.42,2,Credit Card,9,233.39,Yes
4248,68,Male,Urban,Standard,32.13,50,Credit Card,8,370.82,Yes
4249,50,Female,Urban,Standard,38.96,1,Credit Card,4,455.11,Yes
4250,23,Male,Rural,Basic,37.75,13,Credit Card,5,5.53,Yes
4251,76,Female,Suburban,Standard,42.65,70,Credit Card,4,331.43,No
4252,44,Female,Rural,Premium,99.97,22,Credit Card,0,35.71,No
4253,40,Female,Suburban,Standard,80.01,17,Credit Card,3,263.31,No
4254,76,Male,Urban,Basic,97.75,59,Credit Card,0,375.13,No
4255,44,Male,Suburban,Standard,72.38,70,Credit Card,0,85.6,Yes
4256,51,Female,Suburban,Standard,46.56,3,Credit Card,2,382.13,Yes
4257,73,Male,Urban,Basic,45.08,70,Credit Card,6,155.46,Yes
4258,63,Female,Urban,Premium,53.97,49,Credit Card,0,305.67,No
4259,55,Female,Urban,Premium,47.52,50,Debit Card,6,329.36,No
4260,31,Male,Suburban,Premium,84.55,35,Debit Card,9,324.84,Yes
4261,53,Male,Rural,Premium,51.85,23,Debit Card,9,10.25,Yes
4262,70,Male,Suburban,Standard,36.61,7,Credit Card,0,76.98,Yes
4263,25,Female,Rural,Standard,79.74,50,Credit Card,8,428.25,Yes
4264,79,Male,Urban,Standard,86.9,10,Credit Card,4,469.98,No
4265,52,Male,Rural,Premium,47.84,55,PayPal,5,282.27,No
4266,36,Male,Rural,Standard,70.1,19,Credit Card,8,298.89,No
4267,47,Female,Urban,Basic,15.29,23,Credit Card,2,377.76,No
4268,31,Male,Rural,Basic,57.65,64,Credit Card,2,203.65,No
4269,76,Male,Urban,Premium,14.05,33,PayPal,4,164.68,Yes
4270,37,Female,Rural,Basic,12.63,66,Debit Card,6,384.33,Yes
4271,66,Female,Rural,Standard,65.16,9,Credit Card,2,15.11,Yes
4272,42,Female,Suburban,Premium,37.3,29,Credit Card,3,442.79,Yes
4273,57,Male,Suburban,Standard,76.83,18,PayPal,1,221.01,No
4274,41,Male,Urban,Premium,90.65,71,Credit Card,8,252.61,No
4275,31,Female,Suburban,Standard,22.55,29,Debit Card,9,317.5,Yes
4276,43,Male,Urban,Basic,75.21,61,Debit Card,8,137.92,Yes
4277,55,Female,Suburban,Premium,56.31,5,Credit Card,1,299.1,No
4278,40,Female,Suburban,Basic,20.09,69,Credit Card,4,346.83,Yes
4279,39,Male,Rural,Standard,68.64,56,Credit Card,0,59.85,Yes
4280,65,Female,Urban,Basic,64.85,52,PayPal,7,260.71,No
4281,74,Female,Rural,Basic,56.41,15,Debit Card,5,165.38,Yes
4282,36,Male,Rural,Standard,93.38,20,PayPal,9,279.12,Yes
4283,63,Female,Suburban,Basic,56.9,16,Debit Card,9,11.63,Yes
4284,68,Male,Urban,Standard,99.15,25,PayPal,1,371.6,Yes
4285,20,Male,Urban,Premium,55.83,57,PayPal,1,85.03,No
4286,59,Male,Urban,Basic,20.43,21,Credit Card,9,345.0,Yes
